"","Handle","LevDistance","LevMatchCount","IntersectionalityScore","DDNADistance","APUScore","SADScore","GrantOwner","IPsSharedRatio","IPsUsedCount","IPsSharedCount","MetaRank_Loki","MetaRank_Thor"
"850","anmutechsupport",7,0,1,0.5,0.16,0,0,0,8,0,0.677689590079175,0.820047470349854
"851","gjacuna",3,0,4,0.74,0.11,0,0,0,37,0,0.652697398926356,0.795800323370583
"852","sxwerli0222",5,0,2,0,0.08,0,0,0,1,0,0.621560954600042,0.765592090031791
"853","joydipbag27",5,0,2,0.24,0.1,0,0,0,17,0,0.621657958912853,0.765686202541414
"854","jaylahvictory34",6,0,2,0.12,0.1,1,0,0,1,0,0.626046434024457,0.769943852476759
"855","b6321963",4,0,1,0.08,0.2,0,0,0,1,0,0.668249130356336,0.810888440913343
"856","bjdyakov",2,0,3,0.49,0.33,0,0,0,6,0,0.641359534844919,0.784800453245846
"857","chairman1991",4,0,3,0.19,0.38,0,0,0,13,0,0.671910073121851,0.814440247026515
"858","wreingru",3,0,3,0.58,NA,0,1,0,3,0,0.811557481845643,0.799476357996458
"859","119565675151790",8,0,2,0,0.1,0,0,0,1,0,0.652621735562363,0.795726915613077
"860","chnmin18003618",6,0,2,0,0.08,0,0,0,1,0,0.632184866939184,0.775899292085703
"861","7726413239315470",8,0,2,0,0.1,0,0,0,1,0,0.652621735562363,0.795726915613077
"862","944035716946952",8,0,2,0,0.1,0,0,0,1,0,0.652621735562363,0.795726915613077
"863","jwq403926021n",6,0,2,0.03,0.1,1,0,0,1,0,0.607179095182572,0.751638969355085
"864","3963811044753932",8,0,2,0,0.1,0,0,0,1,0,0.652621735562363,0.795726915613077
"865","agthumoeh",4,0,2,0,0.1,0,0,0,1,0,0.613185602231875,0.757466415950941
"866","piyushsinghania9",5,0,2,0,0.08,0,0,0,1,0,0.621560954600042,0.765592090031791
"867","jigarmathur",4,0,1,0.29,0.11,0,0,0,2,0,0.650836856206627,0.793995245436014
"868","lrlymrguelfernandez",6,0,2,0,0.1,0,0,0,1,0,0.644921533211367,0.788256264599203
"869","tmoindustries",4,0,3,0.59,0.13,1,1,0,15,0,0.680007993155376,0.822296759329844
"870","miomoimio",3,0,2,0.42,0.28,0,0,0,11,0,0.636012657122736,0.779612971715426
"871","timeowilliamsq",5,0,2,0.16,0.1,1,0,0,1,0,0.624086946905659,0.768042779782374
"872","andreteixeira1998o",8,0,2,0.15,0.08,1,0,0,1,0,0.628584066847612,0.772405835728497
"873","sandypockets4",5,0,2,0.12,0.1,1,0,0,1,0,0.615422521685314,0.759636650422848
"874","starlitpredictionc",7,0,2,0.05,0.1,1,0,0,1,0,0.614105203117331,0.758358602542167
"875","daft-wullie",5,0,3,0.14,NA,0,1,0,10,0,0.789132024809823,0.777719428021811
"876","jdonmoyer",3,0,4,0.53,0.08,0,0,0,5,0,0.661809984071892,0.804641252524568
"877","szzh1975",3,0,4,0.58,0.2,0,0,0.12,8,1,0.609330650840736,0.753726384818523
"878","daint232001",4,0,2,0.08,0.21,0,0,0,2,0,0.662234862962007,0.805053465316717
"879","lukeluke00",4,0,4,0.15,0.29,1,0,0,2,0,0.66460370828087,0.807351692801711
"880","yildizfiliz",5,0,3,0.25,0.11,1,0,0,5,0,0.616452707487375,0.760636125275044
"881","mayaeloy",3,0,1,0.23,0.15,0,0,0,1,0,0.655337856321092,0.798362065882521
"882","newyorkoo",3,0,4,0.1,0.1,1,0,0,1,0,0.607072390438479,0.751535445594499
"883","trilitra",3,0,3,0.14,0.11,0,0,0,4,0,0.620879984324103,0.764931420214238
"884","segseg01",3,0,4,0.18,0.15,1,0,0,1,0,0.652571293319701,0.795677977108073
"885","toripicklehead35",8,0,4,0.22,0,0,0,0,6,0,0.683280918669644,0.825472115404524
"886","gkarannama",3,0,3,0.05,0.16,0,0,0,3,0,0.625161754691614,0.769085546388997
"887","swarcew",2,0,1,0.19,0.16,0,0,0,1,0,0.606269194728398,0.750756194014821
"888","starthaus-gallery",7,0,3,0.5,NA,0,0,0,3,0,0.80631342869504,0.794388635726238
"889","parisakaka",3,0,4,0.21,0.1,1,0,0,1,0,0.634132713540444,0.777789071278932
"890","sadasper",3,0,4,0.12,0.1,1,0,0,1,0,0.613593020345685,0.757861688491358
"891","monanoliza",4,0,4,0.12,0.1,1,0,0,1,0,0.650842676465396,0.794000892186591
"892","havepatient",4,0,2,0.08,0.18,1,0,0,1,0,0.616702978614429,0.760878935549871
"893","sinemators",3,0,4,0.12,0.1,1,0,0,1,0,0.613593020345685,0.757861688491358
"894","abobaboyka",4,0,3,0.36,0.11,1,0,0,2,0,0.640267266282659,0.783740746387491
"895","qhlngw85848",5,0,2,0.05,0.1,0,0,0,1,0,0.676936836611756,0.819317157275179
"896","oopse4ok1337",4,0,2,0.17,0.11,0,0,0,7,0,0.617259783369969,0.761419141355107
"897","cptarnng",3,0,2,0.05,0.08,0,0,0,1,0,0.605838495579513,0.750338334472095
"898","ystplhn",3,0,2,0.1,0.08,0,0,0,1,0,0.616371223864613,0.76055707076696
"899","sbcliuyong24062908",9,0,2,0.1,0.08,0,0,0,1,0,0.694395672831614,0.836255526757128
"900","4681041914556",7,0,2,0.1,0.08,0,0,0,1,0,0.690468938248995,0.832445852367588
"901","lphkcr",3,0,2,0.1,0.08,0,0,0,1,0,0.616371223864613,0.76055707076696
"902","merrylmrj",4,0,2,0.05,0.08,0,0,0,1,0,0.643088151699225,0.786477538167328
"903","nikostapczynskio",7,0,2,0.08,0.08,0,0,0,1,0,0.686288052366808,0.828389603202837
"904","howeverforeverp",6,0,2,0.1,0.1,0,0,0,1,0,0.698093477235998,0.839843095623957
"905","zank-stlab6",5,0,2,0.1,0.08,0,0,0,1,0,0.674732898624673,0.817178921056545
"906","nicolaszanatto4",6,0,2,0.05,0.08,0,0,0,1,0,0.674824082678716,0.81726738681559
"907","marilynroxied",5,0,2,0.05,0.1,0,0,0,1,0,0.676936836611756,0.819317157275179
"908","rajvanshr9",4,0,2,0.1,0.08,0,0,0,1,0,0.653620879984324,0.796696274462194
"909","hu2017w",3,0,2,0.05,0.08,0,0,0,1,0,0.605838495579513,0.750338334472095
"910","ahaczrone",3,0,2,0.1,0.1,0,0,0,1,0,0.629107890136795,0.772914043280461
"911","kaifeiji1",3,0,2,0.1,0.08,0,0,0,1,0,0.616371223864613,0.76055707076696
"912","williamsoo96",3,0,4,0.29,0.13,1,0,0,3,0,0.613839411300226,0.7581007342658
"913","toruasakawa",5,0,1,0.45,0.13,1,0,0,2,0,0.615655332036062,0.759862520445943
"914","khan87600",3,0,4,0.07,0.13,0,0,0,10,0,0.612099153928384,0.756412355843163
"915","negimichan",4,0,2,0.14,0.16,1,0,0,1,0,0.629142811689408,0.772947923783925
"916","190659194693964",7,0,2,0.1,0.08,0,0,0,1,0,0.690468938248995,0.832445852367588
"917","402336718603217",7,0,2,0.12,0.08,0,0,0,1,0,0.6969895681562,0.838772095264447
"918","h248525172961224",9,0,2,0.1,0.08,0,0,0,1,0,0.694395672831614,0.836255526757128
"919","18190771201818553",8,0,2,0.1,0.08,0,0,0,1,0,0.693057013314812,0.83495677412433
"920","ryysoxtzare",4,0,2,0.05,0.08,0,0,0,1,0,0.643088151699225,0.786477538167328
"921","bangdong2",3,0,2,0.1,0.08,0,0,0,1,0,0.616371223864613,0.76055707076696
"922","458451861038504",8,0,2,0.1,0.08,0,0,0,1,0,0.693057013314812,0.83495677412433
"923","18335126755754765",9,0,2,0.1,0.08,0,0,0,1,0,0.694395672831614,0.836255526757128
"924","sutdelineskyln",6,0,2,0.1,0.08,0,0,0,1,0,0.685356810963815,0.827486123110456
"925","811708043171565",8,0,2,0.1,0.08,0,0,0,1,0,0.693057013314812,0.83495677412433
"926","lichlnguqngs",4,0,2,0.05,0.08,0,0,0,1,0,0.643088151699225,0.786477538167328
"927","tinycl",2,0,4,0.16,0.11,0,0,0,3,0,0.615571908327044,0.759781583687667
"928","211952244395026",8,0,2,0.1,0.08,0,0,0,1,0,0.693057013314812,0.83495677412433
"929","eysukinxxon",5,0,2,0.1,0.08,0,0,0,1,0,0.674732898624673,0.817178921056545
"930","343889606985595",8,0,2,0.1,0.08,0,0,0,1,0,0.693057013314812,0.83495677412433
"931","nesszlofrawi",6,0,2,0.05,0.08,0,0,0,1,0,0.674824082678716,0.81726738681559
"932","zlpohuab05",5,0,2,0.05,0.08,0,0,0,1,0,0.664200170339573,0.806960184761679
"933","thecricketar",4,0,2,0.12,0.31,0,0,0,10,0,0.630702641039421,0.774461252938663
"934","elena10873",3,0,3,0.14,0.08,0,0,0,1,0,0.658034576217259,0.800978393650041
"935","bisnu999",3,0,2,0.25,0.23,0,0,0,10,0,0.616025888511003,0.760222030232703
"936","bikidas242309",6,0,1,0.17,0.11,1,0,0,1,0,0.619322095060346,0.763419973309692
"937","valkiriauk",4,0,3,0.26,0.1,1,0,0,2,0,0.616260638948008,0.76044978250599
"938","superplusmax",4,0,3,0.29,0.1,1,0,0,1,0,0.657722222330005,0.800675351369055
"939","songlim327",4,0,4,0.3,0.18,0,0,0,10,0,0.71051584953467,0.851895143606278
"940","sciedebupp",5,0,3,0.29,0.15,1,0,0,2,0,0.666508872984493,0.809200062490706
"941","jaysontatum87e",6,0,2,0.25,0.08,0,0,0,1,0,0.719319960965465,0.860436794979662
"942","kuzotronic",4,0,3,0,0.13,0,0,0,2,0,0.625495449527686,0.7694092934221
"943","suhonghaih",3,0,2,0.15,0.08,0,0,0,1,0,0.63046595051616,0.774231618415183
"944","fcx970104e",4,0,2,0.1,0.08,0,0,0,1,0,0.653620879984324,0.796696274462194
"945","duanchongchongz",5,0,2,0.1,0.08,0,0,0,1,0,0.674732898624673,0.817178921056545
"946","gitforleo2",4,0,2,0.25,0.16,1,0,0,2,0,0.613542578103022,0.757812749986354
"947","dairuining0",4,0,2,0.1,0.08,0,0,0,1,0,0.653620879984324,0.796696274462194
"948","zenghaowen01",4,0,2,0.1,0.08,0,0,0,1,0,0.653620879984324,0.796696274462194
"949","gigahierz",3,0,2,0.4,0.16,0,0,0,6,0,0.635657621337845,0.779268519930206
"950","balder18401",3,0,2,0.05,0.08,0,0,0,1,0,0.605838495579513,0.750338334472095
"951","gylidianh",3,0,2,0.1,0.08,0,0,0,1,0,0.616371223864613,0.76055707076696
"952","taanislablec",5,0,2,0.05,0.08,0,0,0,1,0,0.664200170339573,0.806960184761679
"953","719121561051369",7,0,2,0.15,0.08,0,0,0,1,0,0.704563664900541,0.846120400015811
"954","hxm9309981698145",8,0,2,0.05,0.08,0,0,0,1,0,0.682524285029712,0.824738037829464
"955","dlwsh864437",5,0,2,0.12,0.08,0,0,0,1,0,0.681253528531878,0.823505163953403
"956","liuguang7898",4,0,2,0.29,0.16,1,0,0,1,0,0.657411808529007,0.800374191338261
"957","doviethai1607",5,0,4,0.21,0.1,0,0,0,12,0,0.680330047473911,0.822609212861792
"958","vannamnamthong",6,0,1,0.17,0.18,1,0,0,1,0,0.640059677053242,0.783539345616898
"959","houquanjuan4",5,0,2,0.11,0.06,0,0,0,1,0,0.667773809223558,0.81042728961619
"960","0xpulcio",3,0,3,0.18,0.15,1,0,0,1,0,0.626129857733475,0.770024789235035
"961","coderdomenl",4,0,2,0.11,0.06,0,0,0,1,0,0.646661790583209,0.78994464302184
"962","siminnajafz",4,0,2,0.25,0.1,1,0,0,1,0,0.621753023139409,0.765778432800845
"963","orderkkk",3,0,2,0.1,0.06,0,0,0,1,0,0.606614530082007,0.751091234549079
"964","mousikev",3,0,2,0.11,0.06,0,0,0,1,0,0.609412134463498,0.753805439326606
"965","kamalii6580",4,0,3,0.29,0.1,1,0,0,2,0,0.619731453260412,0.763817128100301
"966","davidpross8",4,0,2,0.06,0.06,0,0,0,1,0,0.634906807956682,0.778540089105724
"967","wilczur31",4,0,3,0.31,0.11,1,0,0,4,0,0.610583946562264,0.754942318442852
"968","hupan508k",3,0,2,0.1,0.06,0,0,0,1,0,0.606614530082007,0.751091234549079
"969","sunzengguangw",5,0,2,0.08,0.06,0,0,0,1,0,0.660795318959881,0.803656835673911
"970","yinqin123l",3,0,2,0.1,0.06,0,0,0,1,0,0.606614530082007,0.751091234549079
"971","noel-blazbluet",7,0,2,0.1,0.06,0,0,0,1,0,0.680712244466389,0.822980016149707
"972","xlsama6",3,0,2,0.05,0.08,0,0,0,1,0,0.605838495579513,0.750338334472095
"973","gatsby3210",4,0,1,0.18,0.16,1,0,0,1,0,0.607675757264168,0.752120825404354
"974","datacom-courtneyj",7,0,2,0.45,0.1,1,0,0,1,0,0.678900203903065,0.821221994469949
"975","hoainam2604",3,0,4,0.29,0.25,1,0,0,1,0,0.688233958881812,0.830277500145874
"976","youqitingw",3,0,2,0.1,0.06,0,0,0,1,0,0.606614530082007,0.751091234549079
"977","younus1314",3,0,3,0,0.1,0,0,0,1,0,0.606026683946368,0.750520912740763
"978","xhuangniuo",4,0,2,0.04,0.06,0,0,0,1,0,0.632182926852928,0.77589740983551
"979","liuyong1855v",4,0,2,0.07,0.06,0,0,0,1,0,0.637079704563665,0.780648209321279
"980","justinnichol",4,0,3,0.59,NA,0,1,0,4,0,0.842540659357715,0.829535893570045
"981","pauliax",2,0,4,0.56,0.47,0,1,0,13,0,0.732039166461341,0.872776827241431
"982","magedinaie",4,0,3,0.17,0.08,1,0,0,1,0,0.622311767981204,0.766320520856273
"983","nakabon3",2,0,2,0.42,0.31,0,0,0,4,0,0.619778015330562,0.76386230210492
"984","aquariusluo",3,0,3,0.42,0.08,0,0,0,4,0,0.636666466191087,0.780247290030285
"985","rathermercurial",6,0,4,0.54,0.2,0,0,0.43,7,3,0.638138991659569,0.781675917926363
"986","tk-programmerf",3,0,2,0.11,0.06,0,0,0,1,0,0.609412134463498,0.753805439326606
"987","cheng-zi-yad",4,0,2,0.13,0.06,0,0,0,1,0,0.653102876953909,0.796193713660807
"988","darwin-lflt",4,0,2,0.06,0.08,0,0,0,1,0,0.644663501739287,0.788005925323606
"989","koehnpclea",5,0,2,0.2,0.11,1,0,0,2,0,0.60747398829352,0.751925071384339
"990","s20scj",3,0,2,0.11,0.06,0,0,0,1,0,0.609412134463498,0.753805439326606
"991","noter-wu",2,0,2,0.37,0.11,0,0,0,1,0,0.645771290991597,0.789080690183501
"992","nihalahmed966k",6,0,2,0.09,0.06,0,0,0,1,0,0.673578547302213,0.816058982192031
"993","shiroyachaz",3,0,2,0.09,0.08,0,0,0,1,0,0.614349653985616,0.758595766066417
"994","tang-junjiep",4,0,2,0.09,0.08,0,0,0,1,0,0.651599310105327,0.794734969761651
"995","androidharrym1",5,0,2,0.09,0.08,0,0,0,1,0,0.672711328745676,0.815217616356001
"996","hbfrankf",3,0,2,0.11,0.08,0,0,0,1,0,0.619168828246104,0.763271275544488
"997","jcbm123143",4,0,4,0.38,0.26,0,0,0,22,0,0.714105009108705,0.85537730646233
"998","raghurambollam",6,0,0,0.17,0.16,0,0,0,2,0,0.64321425730588,0.786599884429838
"999","2019tarikul",5,0,3,0.29,0.08,1,0,0,3,0,0.612813105670678,0.757105023913989
"1000","carefulmanb1",5,0,2,0.08,0.15,1,0,0,1,0,0.630386406979654,0.774154446157292
"1001","lamlaitudau2712",7,0,4,0.18,0.08,0,0,0,14,0,0.673149788239585,0.815643004899497
"1002","xueshengbaou",5,0,2,0.09,0.1,0,0,0,1,0,0.685447995017858,0.827574588869502
"1003","coffeefish22",5,0,4,0.19,0.21,0,0,0,48,0,0.695099924142627,0.836938783576991
"1004","cww468-web",5,0,2,0.21,0.13,1,0,0,1,0,0.656172093411273,0.799171433465279
"1005","langdon00035",5,0,2,0.09,0.1,0,0,0,1,0,0.685447995017858,0.827574588869502
"1006","monochrome9",4,0,2,0.32,0.1,0,0,0,4,0,0.647575571209896,0.790831182862488
"1007","facundocajen",5,0,3,0.2,NA,0,0,0,2,0,0.776348796467491,0.765317281503692
"1008","thanglhuynh",3,0,3,0.25,0.03,0,0,0,3,0,0.610001920685394,0.754377643385114
"1009","lynndang110186",6,0,1,0.19,0.21,1,0,0,1,0,0.649280907029127,0.792485680781661
"1010","hazlenatacha",5,0,2,0.2,0.13,1,0,0,1,0,0.653318226528351,0.79640264343217
"1011","essaimess",3,0,4,0.63,0.29,0,0,0.06,16,1,0.607018068023304,0.75148274258911
"1012","entueradigital",5,0,4,0.11,0.43,0,0,0,34,0,0.687754757576522,0.829812584348337
"1013","yxtan138",3,0,4,0.29,0.26,1,0,0,2,0,0.651354859237042,0.794497806237401
"1014","spindleleslie",5,0,2,0.25,0.15,1,0,0,1,0,0.66853044286349,0.81116136719125
"1015","atomicnuclei",5,0,3,0.67,NA,0,0,0,3,0,0.797841072014062,0.786168849135765
"1016","menorox",2,0,4,0.2,0.1,0,0,0,3,0,0.612236900052576,0.756545995606828
"1017","jerefreemanvly",6,0,4,0,0.2,1,0,0,2,0,0.620695676129761,0.764752606445954
"1018","gcalderiso",3,0,3,0.4,NA,0,0,0,1,0,0.783387429405111,0.772146085201937
"1019","tiantiangege1",4,0,4,0.15,0.29,1,0,0,4,0,0.640346809819165,0.783817918645382
"1020","zhaofeihao",2,0,4,0.25,0.13,0,0,0,7,0,0.616865945859953,0.761037044566038
"1021","ahnaafk",2,0,1,0.57,0.16,0,1,0,13,0,0.629010885823984,0.772819930770838
"1022","badboyjameson",5,0,4,0.28,NA,0,0,0,5,0,0.786716617420811,0.775376026532199
"1023","chichi3310",4,0,3,0.27,0.1,1,0,0,2,0,0.617292764836325,0.761451139608379
"1024","cuongvu694",3,0,4,0.09,0.08,0,0,0,2,0,0.632891058336454,0.776584431155758
"1025","catabolismo",4,0,4,0.17,0.23,1,0,0,6,0,0.627041698273905,0.770909446825491
"1026","ruferdik",3,0,2,0.18,0.23,0,0,0,6,0,0.614493220368578,0.758735052580659
"1027","philfog",2,0,4,0.48,0.1,0,0,0,2,0,0.65867286459556,0.80159765396336
"1028","silviamargaritaocegueda",12,0,1,0.29,NA,0,0,0,1,0,0.791386405039568,0.77990660274545
"1029","dolosus19",4,0,3,0.2,0.28,1,0,0,1,0,0.685502317433033,0.827627291874891
"1030","nataliecrue",3,0,4,0.38,0.15,0,0,0,2,0,0.722755853725257,0.863770260070509
"1031","sg4you",2,0,2,0.56,0.03,0,0,0,1,0,0.613550338448047,0.757820278987124
"1032","m1a2c",2,0,4,0.18,0.21,0,0,0,5,0,0.630337904823248,0.774107389902481
"1033","kolush1",2,0,3,0.25,0.16,0,0,0,1,0,0.678616951309655,0.82094718594185
"1034","navarrocol",4,0,3,0.1,0.13,0,0,0,8,0,0.634695338554752,0.778334923834746
"1035","dunefloater",4,0,4,0.61,0.28,0,0,0,1,0,0.82611588911243,0.964049021324012
"1036","snarflakes",4,0,3,0.25,0.28,0,0,0,3,0,0.720542215306893,0.861622612600912
"1037","huseyindemir91",6,0,4,0.23,0.28,1,0,0,5,0,0.680906253092012,0.823168241168953
"1038","cigarrosalitas",5,0,4,0.25,0.23,0,0,0,9,0,0.733177997093751,0.873881708104405
"1039","dangavr42",4,0,3,0.23,0.11,0,0,0,1,0,0.739097200261524,0.8796244534416
"1040","scottauriat",4,0,4,0,0.16,1,0,0,1,0,0.620930426566765,0.764980358719242
"1041","stbrody",2,0,3,0.65,0.18,0,0,0,3,0,0.655068184331475,0.798100433105769
"1042","zkstx",2,0,4,0.38,0.21,0,0,0,7,0,0.650183047138276,0.793360927121155
"1043","alexbzizi",3,0,4,0.17,0.1,1,0,0,1,0,0.624240213719902,0.768191477547579
"1044","nickjrishwain",5,0,4,0.47,0.23,0,1,0,3,0,0.863171536606518,1
"1045","bank1r2011",3,0,4,0.17,0.13,0,0,0,11,0,0.634055110090195,0.777713781271234
"1046","bareleflepka",6,0,4,0.09,0.23,1,0,0,5,0,0.645098081060684,0.788427549366717
"1047","samflan875",4,0,3,0.17,0.08,1,0,0,1,0,0.622311767981204,0.766320520856273
"1048","hermessimplex",5,0,4,0.67,NA,0,0,0,23,0,0.7768182973415,0.765772786050267
"1049","oovg",2,0,4,0.64,0.29,0,0,0,29,0,0.641530262435468,0.784966091262783
"1050","takeazou",3,0,4,0.2,0,0,1,0,23,0,0.652627555821132,0.795732562363655
"1051","labtek42",3,0,4,0.28,0.21,0,0,0,6,0,0.687762517921547,0.829820113349107
"1052","backfliptildeps",8,0,2,0.57,0,0,0,0,5,0,0.662434691846399,0.80524733708654
"1053","hobonikkan",4,0,4,0.21,0.2,0,0,0.12,8,1,0.614504860886115,0.758746346081814
"1054","xuantrungpl",4,0,4,0.07,0.15,1,0,0,3,0,0.609918496976376,0.754296706626838
"1055","kristoferlund",4,0,4,0.43,0.08,0,1,0.04,24,1,0.652677998063794,0.795781500868659
"1056","anthonygraignic",5,0,4,0.5,0.08,0,1,0.02,66,1,0.66978761875753,0.812381065315964
"1057","adamcarltongihub",8,0,3,0.2,0.2,1,0,0,1,0,0.717323612207799,0.858499959531621
"1058","zhieaura",3,0,4,0.19,0.13,0,0,0,16,0,0.63115662122338,0.774901699483699
"1059","gonzaprotocol",3,0,1,0.58,0.11,1,1,0,3,0,0.616555532058955,0.760735884535244
"1060","king2050-zahak",7,0,3,0.11,0.25,0,0,0,8,0,0.695451079755006,0.837279470861826
"1061","mehmetkuscuoglu",6,0,1,0.17,0.13,0,0,0,3,0,0.652458768316839,0.79556880659691
"1062","mtofiqb",3,0,2,0.19,0.11,0,0,0,1,0,0.66289837246164,0.805697194882538
"1063","cloutier",2,0,3,0.51,0.41,0,0,0,12,0,0.627990400453204,0.771829867169604
"1064","starwalker00",4,0,4,0.24,0.26,0,0,0.25,4,1,0.639757023597269,0.783245714586874
"1065","0xnftbuzz",4,0,2,0,0.16,1,1,0,1,0,0.641933800376765,0.785357599302815
"1066","mbransn",2,0,3,0.11,0.15,0,0,0,1,0,0.643336482740023,0.786718466191963
"1067","baddiesintech",4,0,1,0.56,0.15,0,1,0,7,0,0.719851544599673,0.860952531532396
"1068","marengoos",3,0,3,0.12,0.16,1,0,0,1,0,0.616931908792665,0.761101041072581
"1069","norgaytenzing",5,0,3,0.32,0.2,1,0,0,3,0,0.664974264755811,0.807711202588471
"1070","maximus33530",4,0,3,0.14,0.11,0,0,0,1,0,0.720377307975113,0.861462621334553
"1071","nicocryptonico",4,0,5,0.14,0.1,1,0,0,2,0,0.630054652229838,0.773832581374381
"1072","jessesoleil",4,0,3,0.14,0.23,1,0,0,1,0,0.669374380384952,0.81198014602497
"1073","alainxgabi",4,0,2,0.33,0.1,1,0,0,1,0,0.633038504891927,0.776727482170385
"1074","pedrovilelaeth",5,0,4,0.2,0.1,0,0,0,4,0,0.705960527005031,0.847475620154382
"1075","figuroves",3,0,3,0.25,0.29,0,0,0,3,0,0.684055013085882,0.826223133231315
"1076","surenderverma509",6,0,3,0.12,0.39,0,0,0,23,0,0.679839205651083,0.8221330035631
"1077","spencersanglim",4,0,3,0.14,0,0,0,0,2,0,0.636614083862169,0.780196469275089
"1078","2187nick",3,0,1,0.33,0,0,0,0,1,0,0.611212534509284,0.755552167505209
"1079","hoangvantho99",3,0,1,0.2,0.15,0,0,0,1,0,0.649251805735283,0.792457447028774
"1080","0xemma1024",4,0,4,0.1,0.21,1,0,0,1,0,0.68237101821547,0.82458934006426
"1081","mercuricchloride",7,0,3,0.1,0.08,0,0,0,6,0,0.646190349622944,0.789487256225072
"1082","sifur-bighead",7,0,1,0,0.1,0,0,0,1,0,0.620305718792257,0.76437427415727
"1083","phaethonpsichis",6,0,2,0.5,NA,0,1,0,37,0,0.79972295568261,0.787994631822451
"1084","wqh0109663",5,0,3,0.29,0.16,0,0,0.14,7,1,0.618435475641247,0.762559784971738
"1085","josh199483",4,0,3,0.44,0.11,0,0,0,6,0,0.688177696380381,0.830222914890293
"1086","livpasquarelli",6,0,4,0.22,0.31,1,0,0,1,0,0.749589186735242,0.889803662482424
"1087","kron1749",3,0,3,0.06,0.25,0,0,0,2,0,0.653570437741662,0.79664733595719
"1088","agatagolik",4,0,4,0.24,0.11,1,0,0,8,0,0.606053845153956,0.750547264243458
"1089","rathwusinlapakit",8,0,2,0.48,0.2,1,0,0,4,0,0.65612747142738,0.799128141710852
"1090","0xtommythomas",5,0,4,0.2,0.11,1,0,0,3,0,0.64871246175605,0.79193418147527
"1091","leofu185",3,0,4,0.13,0.26,0,0,0,4,0,0.675062713288233,0.817498903589263
"1092","javaidafzal123",6,0,1,0.3,0.16,0,0,0,2,0,0.701653535516189,0.843297024727121
"1093","shaonirfan",3,0,2,0.13,0.15,0,0,0,2,0,0.626021212903126,0.769919383224257
"1094","yantolee",2,0,3,0.2,0.16,0,0,0,2,0,0.630869488457457,0.774623126455215
"1095","tsubasa-code1005",7,0,2,0,0.21,0.18,0,0,2,0,0.626329686617867,0.770218661004858
"1096","ssssstake",3,0,4,0,0.1,0,0,0,1,0,0.632468119532594,0.776174100613802
"1097","wyofy",2,0,4,0.44,0.2,1,0,0,2,0,0.614299211742954,0.758546827561413
"1098","deanambrollins",6,0,3,0.33,0.11,0,0,0,55,0,0.676711786606032,0.819098816252854
"1099","threepwave",3,0,3,0.14,0.05,0,1,0,2,0,0.684778665259457,0.826925212553103
"1100","alikmahmudi",4,0,4,0.2,NA,0,0,0,1,0,0.82169443253447,0.809311115252062
"1101","paulapivat",4,0,3,0.12,0.16,0,0,0,17,0,0.635599418750158,0.779212052424432
"1102","lartistograf",5,0,3,0.43,0.23,1,0,0,2,0,0.693997955149086,0.835869665467673
"1103","beefundtustman",7,0,3,0.42,0.05,1,0,0,2,0,0.643652716799789,0.787025272973334
"1104","ranbuta2929",4,0,4,0.33,0.31,1,0,0,5,0,0.665501968217507,0.80822317464082
"1105","trongnhan20012001",5,0,3,0,0.1,0,0,0,1,0,0.664388358706428,0.807142763030347
"1106","khizar007",3,0,3,0.35,0.11,0,0,0,9,0,0.634088091556551,0.777745779524506
"1107","ineffablekod",3,0,2,0.21,0.13,0,1,0,18,0,0.655896601162888,0.79890415393795
"1108","vinyxyz",3,0,4,0.57,0.29,0,0,0,1,0,0.788734307127295,0.927781824615692
"1109","amyg77",2,0,3,0.22,0.15,0,1,0,3,0,0.693530394361333,0.83541604317129
"1110","andy0130tw",4,0,2,0.42,0.2,0,0,0,6,0,0.680240803506124,0.822522629352939
"1111","negita2021",3,0,2,0.25,0.28,0,0,0,12,0,0.61575427643513,0.759958515205758
"1112","namansharma1254",5,0,3,0.05,0.16,0,0,0,10,0,0.649841591957178,0.793029651087282
"1113","rahulamin527",5,0,3,0.18,0.16,0,0,0,11,0,0.678211473282102,0.820553795651626
"1114","jasonedkins",4,0,1,0.39,0.15,0,0,0,4,0,0.650305272572419,0.79347950888328
"1115","barisahin19",4,0,2,0.1,0.2,0,0,0,6,0,0.627788631482556,0.771634113149588
"1116","sanctusgraphite",7,0,3,0.12,0.1,0,0,0,3,0,0.686532503235094,0.828626766727087
"1117","mars38",2,0,3,0.47,0.13,0,0,0,5,0,0.6212214395052,0.765262696248111
"1118","trinhvankiet122",6,0,4,0.12,0.21,1,0,0,1,0,0.720627579102167,0.86170543160938
"1119","darcyshelley4",5,0,1,0.25,0.1,1,0,0,1,0,0.613137100075469,0.75741935969613
"1120","syrey646",4,0,3,0.17,0.28,1,0,0,5,0,0.609604203002866,0.75399178209566
"1121","drunklizard",4,0,3,0.3,0.15,1,0,0,4,0,0.622796789545263,0.766791083404388
"1122","tempe-techie",5,0,3,0.56,0.39,1,1,0,20,0,0.722214569659767,0.863245112266813
